ID,Title,Gender,Province,WorkType,SalaryShown,MinSalary,MaxSalary,MainCategory,Industry,ExperienceYears,RelatedExperience,IsRemote,IsInternship,DisabilitySupport,CompanyProvince,CompanyCity,OwnershipType,CompanySize,ActivityType,CompanyIndustry,AvgSalary
134952,برنامه نویس اندروید,تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,Finance / Investment,6,False,True,False,,Tehran,Tehran,,11 - 50 employees,,"Finance / Investment,IT / Software / Hardware",30.0
135021,برنامه نویس Node.js,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,0,False,True,False,True,Tehran,Tehran,,11 - 50 employees,,IT / Software / Hardware,17.5
135022,برنامه نویس javascript(جاوا اسکریپت),تفاوتی ندارد,Tehran,Full Time Or Part Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,0,False,False,False,True,Tehran,Tehran,,11 - 50 employees,,IT / Software / Hardware,17.5
135023,برنامه نویس Python,تفاوتی ندارد,Tehran,Full Time Or Part Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,False,True,False,True,Tehran,Tehran,,11 - 50 employees,,IT / Software / Hardware,17.5
135027,برنامه نویس Three.js,تفاوتی ندارد,Tehran,Full Time Or Part Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,False,False,False,True,Tehran,Tehran,,11 - 50 employees,,IT / Software / Hardware,17.5
135180,کارشناس برنامه نویسی .Full-Stack Net Core,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Finance / Investment,3,False,False,False,,Tehran,Tehran,,11 - 50 employees,,"Finance / Investment,Engineering Services / Technical Services & Solutions,Construction / Building Materials & Equipment",17.5
135391,برنامه نویس  ASP.NET Core,تفاوتی ندارد,Tehran,Full Time Or Part Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,5,True,True,False,,Tehran,Tehran,,11 - 50 employees,,"IT / Software / Hardware,Oil & Gas / Petrochemical,Trading / International Affairs",17.5
135555,Full-Stack Developer,تفاوتی ندارد,Tehran,Full Time,True,35.0,45.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,True,False,True,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,40.0
135564,برنامه نویس c#,تفاوتی ندارد,Ghom,Full Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Games and Entertainment,1,True,True,False,,Ghom,Qom,Privately held,Less than 10 employees,,"Education / Research,Games and Entertainment,Design / Arts",11.0
135661,برنامه نویس React Native,تفاوتی ندارد,Isfahan,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,1,True,False,False,,Isfahan,Isfahan,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Manufacturing & Production,Transportation / Logistics",17.5
135757,توسعه دهنده و برنامه نویس وردپرس - آقا,فقط آقا,Ghom,Full Time Or Part Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Engineering Services / Technical Services & Solutions,5,False,True,False,,Ghom,Qom,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,"Architecture,Engineering Services / Technical Services & Solutions,Construction / Building Materials & Equipment",13.5
135776,React Native Developer,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Technology and Innovation / VC / Accelerator,3,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,Technology and Innovation / VC / Accelerator,22.5
135788,مهندس کامپیوتر,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Fashion / Luxury Goods,2,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,"Manufacturing & Production,Construction / Building Materials & Equipment",13.5
135794,Back-End Developer (Python),تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Technology and Innovation / VC / Accelerator,3,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,Technology and Innovation / VC / Accelerator,17.5
135841,برنامه نویس #C,تفاوتی ندارد,Khorasan Razavi,Project - based,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Fashion / Luxury Goods,3,False,True,False,,Khorasan Razavi,Mashhad,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,"Fashion / Luxury Goods,IT / Software / Hardware",13.5
136121,Front-End Developer (React),تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Technology and Innovation / VC / Accelerator,3,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,Technology and Innovation / VC / Accelerator,22.5
136347,Backend developer,تفاوتی ندارد,Ghom,Full Time Or Part Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Technology and Innovation / VC / Accelerator,1,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,"Technology and Innovation / VC / Accelerator,Business Services / Consulting,IT / Software / Hardware",13.5
136349,Frontend developer,تفاوتی ندارد,Ghom,Full Time Or Part Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Technology and Innovation / VC / Accelerator,2,True,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,"Technology and Innovation / VC / Accelerator,Business Services / Consulting,IT / Software / Hardware",11.0
136438,Front-End Developer,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Charity / Non-Profit / NGO,3,False,False,False,,Tehran,Tehran,Non - profit / NGO / Charity,501 - 1000 employees,Iranian company dealing only with Iranian entities,"Charity / Non-Profit / NGO,Healthcare / Medical Services",22.5
136441,Back-End Developer,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Charity / Non-Profit / NGO,3,False,False,False,,Tehran,Tehran,Non - profit / NGO / Charity,501 - 1000 employees,Iranian company dealing only with Iranian entities,"Charity / Non-Profit / NGO,Healthcare / Medical Services",22.5
136445,Senior .Net Developer,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,False,False,False,,Tehran,Tehran,,11 - 50 employees,,IT / Software / Hardware,17.5
136621,برنامه نویس کارتخوان لینوکس - آقا,فقط آقا,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,False,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,"Banking,IT / Software / Hardware,Manufacturing & Production",17.5
136628,full stack developer,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Broadcast / Media / Publishing,2,False,False,False,,Tehran,Tehran,,Less than 10 employees,,Broadcast / Media / Publishing,17.5
136913,کارشناس توسعه نرم افزار (backend),تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Consumer Goods / FMCG,3,False,False,False,,Tehran,Tehran,Privately held,More than 5001 employees,Iranian company dealing only with Iranian entities,"Consumer Goods / FMCG,Manufacturing & Production",17.5
136988,برنامه نویس React Native,تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,Healthcare / Medical Services,4,False,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,Healthcare / Medical Services,30.0
136989,برنامه نویس فول استک (NodeJS),تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,Healthcare / Medical Services,5,False,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,Healthcare / Medical Services,30.0
136991,Elasticsearch Expert,تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,Healthcare / Medical Services,5,False,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,Healthcare / Medical Services,30.0
137023,کارشناس توسعه نرم افزار (backend),تفاوتی ندارد,Khorasan Razavi,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Consumer Goods / FMCG,3,False,False,False,,Tehran,Tehran,Privately held,More than 5001 employees,Iranian company dealing only with Iranian entities,"Consumer Goods / FMCG,Manufacturing & Production",17.5
137253,برنامه نویس .NET,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,True,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,17.5
137524,برنامه نویس Laravel ( لاراول ),تفاوتی ندارد,Tehran,Full Time Or Part Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,1,False,False,False,True,Tehran,Tehran,,11 - 50 employees,,IT / Software / Hardware,13.5
137659,Android Developer,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Travel / Hotel / Tourism,3,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing with Iranian and foreign customers,"Travel / Hotel / Tourism,Airline / Aviation",17.5
137744,برنامه نویس ویندوز فرم,تفاوتی ندارد,Tehran,Full Time Or Part Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,10,True,True,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Airline / Aviation,Engineering Services / Technical Services & Solutions",17.5
137801,SQL Server Developer,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,5,False,True,False,True,Tehran,Tehran,Privately held,11 - 50 employees,Branch of non - Iranian company / Embassy,"IT / Software / Hardware,Business Services / Consulting",13.5
137857,برنامه نویس Back-End,تفاوتی ندارد,Tehran,Full Time Or Part Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,5,True,True,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Internet Provider / E-commerce / Online Services,Business Services / Consulting",30.0
137968,برنامه نویس ASP.Net,تفاوتی ندارد,Tehran,Project - based,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,True,False,,Tehran,Tehran,,Less than 10 employees,,IT / Software / Hardware,22.5
138059,کارآموز وردپرس کار,تفاوتی ندارد,Tehran,Project - based,True,5.0,6.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,0,False,True,True,,Tehran,Tehran,,Less than 10 employees,,"Engineering Services / Technical Services & Solutions,IT / Software / Hardware",5.5
138171,متخصص توسعه نرم افزارهاى هوش تجارى و دیتابیس هاى SQL Server,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,False,True,False,True,Tehran,Tehran,Privately held,11 - 50 employees,Branch of non - Iranian company / Embassy,"IT / Software / Hardware,Business Services / Consulting",13.5
138244,Senior Front-End Developer,تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,3,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,Internet Provider / E-commerce / Online Services,30.0
138381,دیتاساینتیست و MLOps,تفاوتی ندارد,Tehran,Full Time,True,35.0,45.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,6,True,False,False,True,Tehran,Tehran,Privately held,11 - 50 employees,Branch of non - Iranian company / Embassy,IT / Software / Hardware,40.0
138445,برنامه نویس ASP.NET,تفاوتی ندارد,Isfahan,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,False,False,False,,Isfahan,Isfahan,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,17.5
138469,JavaScript Developer,تفاوتی ندارد,Tehran,Full Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Marketing / Advertising,1,False,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,Marketing / Advertising,11.0
138505,توسعه دهنده Front-End - آقا,فقط آقا,Tehran,Full Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,2,False,True,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Internet Provider / E-commerce / Online Services,Marketing / Advertising",11.0
138647,Node.js) Senior Back-End Developer),تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Healthcare / Medical Services,5,False,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,Healthcare / Medical Services,22.5
138660,برنامه نویس فول استک (NodeJS),تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,Healthcare / Medical Services,5,False,False,False,,Tehran,Tehran,Privately held,201 - 500 employees,Iranian company dealing with Iranian and foreign customers,Healthcare / Medical Services,22.5
139106,Full-Stack Developer,تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,True,False,True,Ghom,Qom,,Less than 10 employees,,"IT / Software / Hardware,Internet Provider / E-commerce / Online Services",30.0
139474,تحلیل گر بدافزار اندروید,تفاوتی ندارد,Alborz,Full Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,0,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing with Iranian and foreign customers,IT / Software / Hardware,11.0
139578,کارشناس توسعه ی نرم افزار - خانم,فقط خانم,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Healthcare / Medical Services,4,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,,Healthcare / Medical Services,13.5
139611,Data product manager,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,2,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing with Iranian and foreign customers,Internet Provider / E-commerce / Online Services,13.5
139699,برنامه نویس بلاکچین (Solidity),تفاوتی ندارد,Ghom,Project - based,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,0,False,True,True,,Tehran,Tehran,Privately held,11 - 50 employees,Branch of non - Iranian company / Embassy,"Design / Arts,Internet Provider / E-commerce / Online Services",17.5
139701,توسعه دهنده و برنامه نویس نرم افزار - اپلیکیشن,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Consumer Goods / FMCG,2,False,False,False,True,Tehran,Islamshahr,Privately held,More than 5001 employees,Iranian company dealing with Iranian and foreign customers,Consumer Goods / FMCG,17.5
139813,برنامه نویس ASP.NET CORE Full Stack,تفاوتی ندارد,Isfahan,Full Time Or Part Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,1,False,False,False,,Isfahan,Isfahan,,Less than 10 employees,,Internet Provider / E-commerce / Online Services,13.5
139862,برنامه نویس  ASP.NET Core,تفاوتی ندارد,Fars,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,False,False,,Fars,Shiraz,,Less than 10 employees,,"IT / Software / Hardware,Internet Provider / E-commerce / Online Services,Trading / International Affairs",13.5
139893,کارآموز طراحی سایت (WordPress),تفاوتی ندارد,Azarbayjan Sharghi,Part Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,0,False,True,True,True,Tehran,Tehran,Privately held,Less than 10 employees,Iranian company dealing only with Iranian entities,Internet Provider / E-commerce / Online Services,11.0
139897,کارآموز طراحی (وردپرس),تفاوتی ندارد,Khorasan Razavi,Part Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,0,False,True,True,True,Tehran,Tehran,Privately held,Less than 10 employees,Iranian company dealing only with Iranian entities,Internet Provider / E-commerce / Online Services,11.0
140032,برنامه نویس Full-Stack,تفاوتی ندارد,Tehran,Full Time Or Part Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,True,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,"IT / Software / Hardware,Internet Provider / E-commerce / Online Services,Transportation / Logistics",17.5
140055,کارشناس توسعه نرم افزار,تفاوتی ندارد,Tehran,Full Time,True,8.0,10.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,1,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,9.0
140059,Front End Developer (React.js),تفاوتی ندارد,Isfahan,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Engineering Services / Technical Services & Solutions,0,False,False,False,,Isfahan,Isfahan,Privately held,Less than 10 employees,Iranian company dealing with Iranian and foreign customers,"IT / Software / Hardware,Engineering Services / Technical Services & Solutions",13.5
140370,طراح و توسعه دهنده نرم افزار,ترجیحاً آقا,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,False,False,,Tehran,Tehran,,11 - 50 employees,,IT / Software / Hardware,17.5
140426,تحلیلگر نرم افزار,تفاوتی ندارد,Khorasan Razavi,Full Time,True,6.0,8.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,1,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,7.0
140441,توسعه دهنده Front-End,تفاوتی ندارد,Isfahan,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,False,False,,Isfahan,Isfahan,,11 - 50 employees,,IT / Software / Hardware,17.5
140781,Senior Back-End Developer (PHP-Laravel),تفاوتی ندارد,Tehran,Full Time,True,35.0,45.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,4,True,True,False,True,Tehran,Tehran,,51 - 200 employees,,"IT / Software / Hardware,Property & Real Estate",40.0
140950,برنامه نویسFlutter,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,1,False,False,False,True,Tehran,Tehran,Non - profit / NGO / Charity,Less than 10 employees,Iranian company dealing with Iranian and foreign customers,IT / Software / Hardware,13.5
141114,برنامه نویس جاوا (Java),تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Banking,3,True,False,False,,Tehran,Tehran,Privately held,501 - 1000 employees,Iranian company dealing only with Iranian entities,"Banking,IT / Software / Hardware",17.5
141137,برنامه نویس Front-End,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Banking,3,True,False,False,,Tehran,Tehran,Privately held,501 - 1000 employees,Iranian company dealing only with Iranian entities,"Banking,IT / Software / Hardware",17.5
141174,برنامه نویس C++/C (سوئیچ),تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Banking,2,True,False,False,,Tehran,Tehran,Privately held,501 - 1000 employees,Iranian company dealing only with Iranian entities,"Banking,IT / Software / Hardware",17.5
141428,Wordpress Developer - خانم,فقط خانم,Alborz,Full Time,True,8.0,10.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,1,True,False,False,,Alborz,Karaj,,Less than 10 employees,,Internet Provider / E-commerce / Online Services,9.0
141631,برنامه نویس Python,تفاوتی ندارد,Gilan,Project - based,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,0,False,True,False,,Gilan,Rasht,,Less than 10 employees,,IT / Software / Hardware,17.5
141655,Front-end Developer,تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,False,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing only with Iranian entities,"Internet Provider / E-commerce / Online Services,IT / Software / Hardware",22.5
141666,کارشناس تضمین کیفیت  نرم افزار (SQA Engineer),تفاوتی ندارد,Isfahan,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,True,False,False,,Isfahan,Isfahan,,11 - 50 employees,,"IT / Software / Hardware,Technology and Innovation / VC / Accelerator",13.5
141700,برنامه نویس Front-End (Angular),تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,1,False,False,False,,Tehran,Tehran,Privately held,Less than 10 employees,Iranian company dealing only with Iranian entities,Property & Real Estate,13.5
141905,برنامه نویس frontend آشنا به Angular,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Finance / Investment,0,False,False,False,,Tehran,Tehran,,11 - 50 employees,,Finance / Investment,13.5
141907,طراح سایت,تفاوتی ندارد,Markazi,Project - based,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,2,False,False,False,,Markazi,Arak,,Less than 10 employees,,Internet Provider / E-commerce / Online Services,30.0
142004,مهندس کامپیوتر,تفاوتی ندارد,Tehran,Full Time,True,8.0,10.0,توسعه نرم افزار و برنامه نویسی,Oil & Gas / Petrochemical,0,False,False,False,,Tehran,Tehran,,51 - 200 employees,,Oil & Gas / Petrochemical,9.0
142108,برنامه نویس نرم افزار C) Embedded و C++),تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Manufacturing & Production,3,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing with Iranian and foreign customers,"IT / Software / Hardware,Manufacturing & Production,Engineering Services / Technical Services & Solutions",17.5
142213,برنامه نویس move,تفاوتی ندارد,Isfahan,Project - based,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,0,False,True,True,,Tehran,Tehran,Privately held,11 - 50 employees,Branch of non - Iranian company / Embassy,"Design / Arts,Internet Provider / E-commerce / Online Services",17.5
142304,Full-Stack Developer,تفاوتی ندارد,Tehran,Project - based,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,True,False,,Tehran,Tehran,Privately held,Less than 10 employees,Iranian company dealing with Iranian and foreign customers,"Finance / Investment,Technology and Innovation / VC / Accelerator",17.5
142436,هم بنیانگذار برنامه نویس فول استک (CTO),تفاوتی ندارد,Tehran,Full Time,True,20.0,25.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,5,True,True,False,True,Tehran,Tehran,,Less than 10 employees,,"IT / Software / Hardware,Internet Provider / E-commerce / Online Services",22.5
142534,برنامه نویس C++,تفاوتی ندارد,Fars,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,0,False,False,False,True,Fars,Shiraz,Privately held,Less than 10 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,17.5
142550,برنامه نویس Net Core.,تفاوتی ندارد,Tehran,Full Time,True,35.0,45.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,4,False,False,False,,Tehran,Tehran,Privately held,More than 5001 employees,Iranian company dealing with Iranian and foreign customers,"Internet Provider / E-commerce / Online Services,Technology and Innovation / VC / Accelerator,Consumer Electonics / Home Appliances",40.0
142551,Front-End Developer (React),تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,3,False,False,False,,Tehran,Tehran,Privately held,More than 5001 employees,Iranian company dealing with Iranian and foreign customers,"Internet Provider / E-commerce / Online Services,Technology and Innovation / VC / Accelerator,Consumer Electonics / Home Appliances",30.0
142704,برنامه نویس (Yii Framework) PHP,تفاوتی ندارد,Khorasan Razavi,Full Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,2,False,False,False,True,Khorasan Razavi,Mashhad,Privately held,Less than 10 employees,Iranian company dealing with Iranian and foreign customers,IT / Software / Hardware,11.0
142856,Senior Specialist Full Stack (MERN Stack) Developer,تفاوتی ندارد,Khorasan Razavi,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,3,True,True,False,,Khorasan Razavi,Mashhad,Privately held,Less than 10 employees,Iranian company dealing only with Iranian entities,"Internet Provider / E-commerce / Online Services,IT / Software / Hardware",17.5
142865,برنامه نویس Back-End (Django),تفاوتی ندارد,Tehran,Full Time,True,25.0,35.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,False,False,,Tehran,Tehran,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,IT / Software / Hardware,30.0
142988,برنامه نویس Node.js,تفاوتی ندارد,Khorasan Razavi,Part Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,2,False,True,False,,Khorasan Razavi,Mashhad,,11 - 50 employees,,Internet Provider / E-commerce / Online Services,11.0
143060,Full stack Web developer,تفاوتی ندارد,Isfahan,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Finance / Investment,2,False,False,False,,Isfahan,Isfahan,Privately held,Less than 10 employees,Iranian company dealing only with Iranian entities,Finance / Investment,13.5
143071,طراح سایت,تفاوتی ندارد,Azarbayjan Sharghi,Full Time,True,10.0,12.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,0,False,False,False,,Azarbayjan Sharghi,Tabriz,Privately held,Less than 10 employees,Iranian company dealing with Iranian and foreign customers,Internet Provider / E-commerce / Online Services,11.0
143198,کارشناس نرم افزار - خانم,فقط خانم,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Healthcare / Medical Services,4,True,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,,Healthcare / Medical Services,13.5
143296,Senior React Developer,تفاوتی ندارد,Tehran,Full Time,True,15.0,20.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,3,True,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,IT / Software / Hardware,17.5
143364,برنامه نویس فرات اند,تفاوتی ندارد,Fars,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Internet Provider / E-commerce / Online Services,2,True,False,False,,Fars,Shiraz,Privately held,11 - 50 employees,Iranian company dealing with Iranian and foreign customers,"Internet Provider / E-commerce / Online Services,IT / Software / Hardware",13.5
143380,برنامه نویس PHP,تفاوتی ندارد,Fars,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,IT / Software / Hardware,1,False,False,False,True,Fars,Shiraz,,Less than 10 employees,,IT / Software / Hardware,13.5
143484,برنامه نویبس پایتون,تفاوتی ندارد,Tehran,Full Time,True,12.0,15.0,توسعه نرم افزار و برنامه نویسی,Automotive,3,False,False,False,,Tehran,Tehran,Privately held,51 - 200 employees,Iranian company dealing only with Iranian entities,Automotive,13.5
